Record,Method,Dataset,Task,Insight,MSP,completionID,Timer,Duration (in seconds),LikertValue,LikertScale
153,SeqSynopsis,Workflow,Clustering,Insight1,0,359580,116.684,2132,Strongly disagree,1
153,Coreflow,Workflow,Clustering,Insight2,0,359580,88.76,2132,Strongly disagree,1
153,Sententree,Workflow,Clustering,Insight2,0,359580,59.263,2132,Strongly disagree,1
153,SeqSynopsis,Workflow,Clustering,Insight2,0,359580,69.76,2132,Strongly disagree,1
153,Coreflow,Workflow,Clustering,Insight3,0,359580,205.408,2132,Strongly disagree,1
153,Sententree,Workflow,Clustering,Insight3,0,359580,80.935,2132,Strongly disagree,1
153,SeqSynopsis,Workflow,Clustering,Insight3,0,359580,35.097,2132,Strongly disagree,1
156,Coreflow,Workflow,Clustering,Insight1,1,818302,42.893,522,Strongly disagree,1
156,SeqSynopsis,Workflow,Clustering,Insight1,1,818302,44.727,522,Strongly disagree,1
156,Coreflow,Workflow,Clustering,Insight2,1,818302,12.93,522,Strongly disagree,1
156,Sententree,Workflow,Clustering,Insight2,1,818302,17.588,522,Strongly disagree,1
156,SeqSynopsis,Workflow,Clustering,Insight2,1,818302,30.627,522,Strongly disagree,1
156,Coreflow,Workflow,Clustering,Insight3,1,818302,36.562,522,Strongly disagree,1
156,Sententree,Workflow,Clustering,Insight3,1,818302,31.752,522,Strongly disagree,1
156,SeqSynopsis,Workflow,Clustering,Insight3,1,818302,39.8,522,Strongly disagree,1
157,Coreflow,Workflow,Clustering,Insight1,1,783946,199.094,2238,Strongly disagree,1
157,SeqSynopsis,Workflow,Clustering,Insight1,1,783946,58.098,2238,Strongly disagree,1
158,SeqSynopsis,Workflow,Clustering,Insight1,1,895917,128.373,2903,Strongly disagree,1
158,SeqSynopsis,Workflow,Clustering,Insight2,1,895917,247.075,2903,Strongly disagree,1
158,SeqSynopsis,Workflow,Clustering,Insight3,1,895917,98.742,2903,Strongly disagree,1
159,Sententree,Workflow,Clustering,Insight1,1,861482,320.358,3274,Strongly disagree,1
159,Coreflow,Workflow,Clustering,Insight2,1,861482,87.295,3274,Strongly disagree,1
159,SeqSynopsis,Workflow,Clustering,Insight2,1,861482,92.275,3274,Strongly disagree,1
163,Coreflow,Workflow,Clustering,Insight1,2,808965,21.926,1446,Strongly disagree,1
163,Sententree,Workflow,Clustering,Insight1,2,808965,69.302,1446,Strongly disagree,1
163,Coreflow,Workflow,Clustering,Insight2,2,808965,24.403,1446,Strongly disagree,1
163,Coreflow,Workflow,Clustering,Insight3,2,808965,28.366,1446,Strongly disagree,1
164,Sententree,Workflow,Clustering,Insight1,2,985874,32.21,657,Strongly disagree,1
164,SeqSynopsis,Workflow,Clustering,Insight1,2,985874,56.041,657,Strongly disagree,1
164,SeqSynopsis,Workflow,Clustering,Insight2,2,985874,25.64,657,Strongly disagree,1
165,SeqSynopsis,Workflow,Clustering,Insight1,2,498692,36.276,5888,Strongly disagree,1
168,Sententree,Workflow,Clustering,Insight1,3,297467,11.078,503,Strongly disagree,1
168,SeqSynopsis,Workflow,Clustering,Insight1,3,297467,64.82,503,Strongly disagree,1
168,Coreflow,Workflow,Clustering,Insight2,3,297467,33.81,503,Strongly disagree,1
168,Sententree,Workflow,Clustering,Insight2,3,297467,14.691,503,Strongly disagree,1
168,SeqSynopsis,Workflow,Clustering,Insight2,3,297467,59.829,503,Strongly disagree,1
168,SeqSynopsis,Workflow,Clustering,Insight3,3,297467,64.276,503,Strongly disagree,1
169,Coreflow,Workflow,Clustering,Insight1,3,174663,34.546,427,Strongly disagree,1
169,Coreflow,Workflow,Clustering,Insight2,3,174663,33.08,427,Strongly disagree,1
169,SeqSynopsis,Workflow,Clustering,Insight2,3,174663,33.273,427,Strongly disagree,1
169,Coreflow,Workflow,Clustering,Insight3,3,174663,35.377,427,Strongly disagree,1
169,Sententree,Workflow,Clustering,Insight3,3,174663,15.115,427,Strongly disagree,1
169,SeqSynopsis,Workflow,Clustering,Insight3,3,174663,19.775,427,Strongly disagree,1
172,Coreflow,Workflow,Clustering,Insight1,4,116613,19.305,592,Strongly disagree,1
172,Sententree,Workflow,Clustering,Insight1,4,116613,33.882,592,Strongly disagree,1
172,Coreflow,Workflow,Clustering,Insight2,4,116613,11.541,592,Strongly disagree,1
172,Sententree,Workflow,Clustering,Insight2,4,116613,42.429,592,Strongly disagree,1
172,SeqSynopsis,Workflow,Clustering,Insight2,4,116613,44.705,592,Strongly disagree,1
172,Sententree,Workflow,Clustering,Insight3,4,116613,37.197,592,Strongly disagree,1
173,Coreflow,Workflow,Clustering,Insight1,4,772959,71.436,1245,Strongly disagree,1
173,Sententree,Workflow,Clustering,Insight1,4,772959,39.89,1245,Strongly disagree,1
174,Coreflow,Workflow,Clustering,Insight2,4,541363,130.421,6007,Strongly disagree,1
174,Sententree,Workflow,Clustering,Insight2,4,541363,52.193,6007,Strongly disagree,1
174,SeqSynopsis,Workflow,Clustering,Insight2,4,541363,94.853,6007,Strongly disagree,1
175,SeqSynopsis,Workflow,Clustering,Insight1,4,870860,34.826,1769,Strongly disagree,1
175,SeqSynopsis,Workflow,Clustering,Insight2,4,870860,56.64,1769,Strongly disagree,1
176,SeqSynopsis,Workflow,Clustering,Insight1,5,735037,70.116,560,Strongly disagree,1
176,Coreflow,Workflow,Clustering,Insight2,5,735037,31.371,560,Strongly disagree,1
176,SeqSynopsis,Workflow,Clustering,Insight2,5,735037,78.002,560,Strongly disagree,1
178,Sententree,Workflow,Clustering,Insight1,5,505004,69.22,1634,Strongly disagree,1
178,Sententree,Workflow,Clustering,Insight2,5,505004,36.207,1634,Strongly disagree,1
